objectid,parentid,filename,description,title,youtubeid,format,creator,date,date-is-approximate?,item-information,subject,location,latitude,longitude,rights,type,language
TerryJeff06,TerryJeff11,Button_Pad.JPG,A button pad to an arcade machine,Button Pad Controller,,image/JPG,"Mynes, Jordan Torres, Fulgencio Nunez, Sylvia Badasyan, Zhanna Wohn, Jared",10/13/2015,Yes,"single page, photograph",Terry & Jeff,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
TerryJeff07,TerryJeff11,Conkers_Mug.JPG,A mug with a video game title decal,Conker's Bad Fur Day Mug,,image/JPG,"Mynes, Jordan Torres, Fulgencio Nunez, Sylvia Badasyan, Zhanna Wohn, Jared",10/13/2015,Yes,"single page, photograph",Terry & Jeff,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
TerryJeff08,TerryJeff11,SEGA_Drink.JPG,A SEGA sonic drink,Sonic Drink,,image/JPG,"Mynes, Jordan Torres, Fulgencio Nunez, Sylvia Badasyan, Zhanna Wohn, Jared",10/13/2015,Yes,"single page, photograph",Terry & Jeff,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
TerryJeff09,TerryJeff11,Terry_Trickman_And_Jeff_Lee_Interview.mp3,"For our oral history project, we interviewed Jeff Lee, and Terry Minnich who is also known as Trickman Terry. Jeff Lee was an artist that made artwork for Q​­Bert, Exterminator,​ and as well as other freelancing work. Terry Minnich was an editor for a magazine called Electronic Gaming Monthly Magazine where he was an editor for the T​ips and Tricks s​ection where he would review tricks submitted from fans and publish them in EGM. Terry had a fairly large collection of arcade games in his basement which is where the interview took place. Both of these men were passionate about their job and were very knowledgeable in the video game industry. Terry Minnich worked many years as an editor for EGM, specifically the T​ricks and Tips section. He would receive letters from fans, receive information overseas from Japan, or play the games himself with his team to try to obtain tricks, cheats, glitches or bugs, and other information needed to make the games more enjoyable. Terry was also an avid collector who obtained and maintained a collection of arcade machines in his basement and was well informed in the hardware aspect of the history. Jeff Lee, the second person interviewed, was an artist who was a fan of video games, specifically at the bar scene where he would enjoy a few drinks along with playing P​inball o​r Armour Attack b​efore he got into the game industry in a more serious manner. He coincidently began working at G​ottlieb and Co.​as an artist where he made the artwork for Q​­bert​1, 2, and 3. Then him and a fellow partner from Q​­bert​were contracted to do some artistry work on a few games like E​xterminator. A​fter he finished his artwork for Q​­Bert, h​e did some freelancing, and did some art and design work for the games D​ouble Gs​and​Lotto Fun a​s well as another piece for the company​Credible Technologies. Terry Minnich, as part of his job as an editor, knew a lot about the Konami Code, which is a special combination of buttons the player can hit which will enable special abilities or extra lives. He mentioned the Konami Code as one of the first major cheat codes as it was used in many games such as G​radius, Contra, Dance Dance Revolution,​and other games. The Konami code was interesting to look at because it is something about the history that you can not find by looking at the game itself; you have to talk to the players and fans of the games to learn about. Jeff Lee was a major designer of Q*bert,a puzzle game where players had to make each color of a block on a pyramid the same color. This game was hugely popular and is considered to be a classic from its time period. Lee had significant contributions on the project including character design, using the pyramid shape as a game, and the “@​!#?@!” that the playable character would say in speech bubble. Minnich and Lee both had major impacts in the first generation of video games however from different positions. Lee was a creator and was part of the first hand industry while Minnich was part of the second hand industry that helped publicize the games and create the community of gamers that is around today. It is interesting to look at the multiple levels of the video game industry as there are many aspects to it like designing, manufacturing, retailing, the media scene, and the competition aspect.",Interview with Terry Minnich and Jeff Lee,,audio/MP3,"Mynes, Jordan Torres, Fulgencio Nunez, Sylvia Badasyan, Zhanna Wohn, Jared",10/13/2015,Yes,Interview,Terry Minnich & Jeff lee,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",audio; Interview,English
TerryJeff10,TerryJeff11,Terry_And_Jeff_Transcription.PDF,A transcription of the interview ,Terry & Jeff Interview Transcript,,application/PDF,"Mynes, Jordan Torres, Fulgencio Nunez, Sylvia Badasyan, Zhanna Wohn, Jared",10/13/2015,Yes,Documentation,Transcript,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",project deliverable,English
TerryJeff11,,,This is a collection of Terry and Jeff,Terry Minnich & Jeff Lee Collection,,compound_object,"Mynes, Jordan Torres, Fulgencio Nunez, Sylvia Badasyan, Zhanna Wohn, Jared",,,,Terry & Jeff,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",Record,English
Chris01,Chris64,Chris_Shop.JPG,A look into Windy Gaming's repair/store,Arcade machine parts,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris02,Chris64,Chris_Shop2.JPG,A look into Windy Gaming's repair/store,Playstation 1 Console,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris03,Chris64,Chris_Shop3.JPG,A look into Windy Gaming's repair/store,Workbench,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris04,Chris64,Chris_Shop4.JPG,A look into Windy Gaming's repair/store,Storage,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris05,Chris64,Chris_Shop5.JPG,A look into Windy Gaming's repair/store,Storage,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris06,Chris64,Chris_Shop6.JPG,A look into Windy Gaming's repair/store,Video Game Toy,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris07,Chris64,Chris_Shop7.JPG,A look into Windy Gaming's repair/store,Video Game Poster,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris08,Chris64,Chris_Shop8.JPG,A look into Windy Gaming's repair/store,Arcade machine parts,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris09,Chris64,Chris_Shop9.JPG,A look into Windy Gaming's repair/store,Arcade machine parts,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris10,Chris64,Chris_Shop10.JPG,A look into Windy Gaming's repair/store,Arcade machine parts,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris11,Chris64,Chris_Shop11.JPG,A look into Windy Gaming's repair/store,Box full of old games,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris12,Chris64,Chris_Shop12.JPG,A look into Windy Gaming's repair/store,Squid Poster,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris13,Chris64,Chris_Shop13.JPG,A look into Windy Gaming's repair/store,Monty Python Poster,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris14,Chris64,Chris_Shop14.JPG,A look into Windy Gaming's repair/store,Whiteboard,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris15,Chris64,Chris_Shop15.JPG,A look into Windy Gaming's repair/store,Nintendo 64 Console,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris16,Chris64,Chris_Shop16.JPG,A look into Windy Gaming's repair/store,Tekken Collectables,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris17,Chris64,Chris_Shop17.JPG,A look into Windy Gaming's repair/store,Nintendo GameBoy Box,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris18,Chris64,Chris_Shop18.JPG,A look into Windy Gaming's repair/store,Nintendo Super Famicom Box,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris19,Chris64,Chris_Shop19.JPG,A look into Windy Gaming's repair/store,Old Arcade Machine,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris20,Chris64,Chris_Shop20.JPG,A look into Windy Gaming's repair/store,Bulletin Board,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris21,Chris64,Chris_Shop21.JPG,A look into Windy Gaming's repair/store,Chris's Office,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Chris Dammacco,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris22,Chris64,Chris_Shop22.JPG,A look into Windy Gaming's repair/store,Family Computer Disk Systems,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris23,Chris64,Chris_Shop23.JPG,A look into Windy Gaming's repair/store,Nintendo GameCube Attachment,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris24,Chris64,Chris_Shop24.JPG,A look into Windy Gaming's repair/store,GameBoy PocketPrinter,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris25,Chris64,Chris_Shop25.JPG,A look into Windy Gaming's repair/store,Some Figurines,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris26,Chris64,Chris_Shop26.JPG,A look into Windy Gaming's repair/store,SEGA DreamCast,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris27,Chris64,Chris_Shop27.JPG,A look into Windy Gaming's repair/store,Old Classic Consoles,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris28,Chris64,Chris_Shop28.JPG,A look into Windy Gaming's repair/store,GameCube Controller,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris29,Chris64,Chris_Shop29.JPG,A look into Windy Gaming's repair/store,A Disc Cleaner,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris30,Chris64,Chris_Shop30.JPG,A look into Windy Gaming's repair/store,Container filled with boxes,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris31,Chris64,Chris_Shop31.JPG,A look into Windy Gaming's repair/store,Container filled with old games,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris32,Chris64,Chris_Shop32.JPG,A look into Windy Gaming's repair/store,Small Figure,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris33,Chris64,Chris_Shop33.JPG,A look into Windy Gaming's repair/store,A SNK attachment ,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris34,Chris64,Chris_Shop34.JPG,A look into Windy Gaming's repair/store,PC Engine GT Hardware,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris35,Chris64,Chris_Shop35.JPG,A look into Windy Gaming's repair/store,Video Game Collectors Editions,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris36,Chris64,Chris_Shop36.JPG,A look into Windy Gaming's repair/store,Many SEGA DreamCast Consoles,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris37,Chris64,Chris_Shop37.JPG,A look into Windy Gaming's repair/store,"Unidentified Consoles 
",,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris38,Chris64,Chris_Shop38.JPG,A look into Windy Gaming's repair/store,SEGA Arcade Machine,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris39,Chris64,Chris_Shop39.JPG,A look into Windy Gaming's repair/store,Playstation 1 Console,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris40,Chris64,Chris_Shop41.JPG,A look into Windy Gaming's repair/store,Board Games,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris41,Chris64,Chris_Shop42.JPG,A look into Windy Gaming's repair/store,Japan Slot Machine,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris42,Chris64,Chris_Shop43.JPG,A look into Windy Gaming's repair/store,Nintendo DSI,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris43,Chris64,Chris_Shop44.JPG,A look into Windy Gaming's repair/store,Unidentified Item,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris44,Chris64,Chris_Shop45.JPG,A look into Windy Gaming's repair/store,Parts ,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris45,Chris64,Chris_Shop46.JPG,A look into Windy Gaming's repair/store,Video Game Fighting Sticks,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris46,Chris64,Chris_Shop47.JPG,A look into Windy Gaming's repair/store,NES Cartridge ,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
Chris47,Chris64,Chris_Shop48.JPG,A look into Windy Gaming's repair/store,Pacman Plug-in Play,,image/JPG,"Mcnamar, Sydney Hernandez, Christopher Nguyen, Michael Takiddeen, Yasser Garcia, Jonathan",10/02/2015,Yes,"single page, photograph",Windy Gaming,"Chicago,IL",,,"Attribution-NonCommercial-ShareAlike 3.0 United States
http://creativecommons.org/licenses/by-nc-sa/3.0/us/
In Copyright
http://rightsstatements.org/page/InC/1.0/",image;Stillmage,English
